  Built-in function ,  Percentile ,  01/29/2008 ,  11:51  
  Built-in function ,  PercentileArray ,  01/26/2007 ,  15:33  
  Built-in function ,  PercentR ,  02/22/2006 ,  16:23  
  Built-in function ,  PercentRank ,  02/22/2006 ,  16:23  
  Built-in function ,  PercentRankArray ,  02/22/2006 ,  16:24  
  Built-in function ,  Permutation ,  02/22/2006 ,  16:24  
  Built-in function ,  PFE ,  03/21/2013 ,  13:08  
  Built-in function ,  Pivot ,  02/22/2006 ,  16:24  
  Built-in function ,  PivotHighVS ,  02/22/2006 ,  16:25  
  Built-in function ,  PivotHighVSBar ,  02/22/2006 ,  16:25  
  Built-in function ,  PivotLowVS ,  02/22/2006 ,  16:26  
  Built-in function ,  PivotLowVSBar ,  02/22/2006 ,  16:26  
  Built-in function ,  PlaceOrder ,  06/14/2017 ,  15:55  
  Built-in function ,  PositionProfitCustom ,  10/09/2006 ,  16:00  
  Built-in function ,  PPO ,  10/21/2016 ,  09:35  
  Built-in function ,  PriceOscillator ,  02/22/2006 ,  16:27  
  Built-in function ,  PriceVolTrend ,  06/18/2009 ,  15:22  
  Built-in function ,  ProbAbove ,  02/22/2006 ,  16:27  
  Built-in function ,  ProbBelow ,  02/22/2006 ,  16:30  
  Built-in function ,  ProbBetween ,  02/22/2006 ,  16:30  
  Built-in function ,  Psych ,  07/25/2017 ,  16:03  
  Built-in function ,  PVI ,  03/21/2013 ,  13:09  
  Built-in function ,  QEMA ,  12/30/2015 ,  13:44  
  Built-in function ,  QQE ,  04/11/2017 ,  11:14  
  Built-in function ,  Quartile ,  02/22/2006 ,  16:30  
  Built-in function ,  QuartileArray ,  02/22/2006 ,  16:31  
  Built-in function ,  QuoteFieldValue ,  06/16/2011 ,  15:26  
  Built-in function ,  Range ,  02/22/2006 ,  16:31  
  Built-in function ,  RangeLeader ,  02/22/2006 ,  16:31  
  Built-in function ,  RateOfChange ,  02/22/2006 ,  16:32  
  Built-in function ,  RCI ,  07/25/2017 ,  16:04  
  Built-in function ,  RecentOcc ,  02/22/2006 ,  16:32  
  Built-in function ,  Round2Fraction ,  08/19/2015 ,  15:35  
  Built-in function ,  RSI ,  02/23/2006 ,  10:32  
  Built-in function ,  RSIJP ,  07/25/2017 ,  16:04  
  Built-in function ,  RSquare ,  02/23/2006 ,  10:32  
  Built-in function ,  RSquareArray ,  02/23/2006 ,  10:32  
  Built-in function ,  RunCommandOnLastBar ,  10/18/2012 ,  13:59  
  Built-in function ,  SecondsIntoWeek ,  07/19/2012 ,  19:26  
  Built-in function ,  SemiStandardDev ,  04/13/2018 ,  09:40  
  Built-in function ,  SemiVariancePS ,  04/13/2018 ,  09:37  
  Built-in function ,  SessionCountDay ,  02/23/2006 ,  10:33  
  Built-in function ,  SessionFirstBarTime ,  06/14/2017 ,  15:25  
  Built-in function ,  ShowLongStop ,  01/19/2018 ,  11:01  
  Built-in function ,  ShowShortStop ,  01/19/2018 ,  11:01  
